content,score
"Untuk pengembang agar secepatnya memperbaiki bug - bug-nya, masih sangat banyak sekali bug, seperti selalu ada tulisan ""Terjadi kesalahan, blabla"", saat membuka tab statistik selalu terjadi kesalahan, dan tidak bisa mengganti profile. Semoga dapat lebih baik lagi, terimakasih!",5
"Aplikasi nya sudah bagus sih:v tapi tolong perbaiki sedikit nih soalnya saya sering menemukan bug pada aplikasi nya, bug yg sering saya temui: sudah divaksin kedua malah gak muncul sertifikat vaksin nya katanya ""sertifikat belum tersedia"". Tolong untuk pembuat aplikasi ini harap perbaiki aplikasi nya",1
Saya tidak bisa masuk aplikasi.. begitu berubah nama apalikasi nya dengan nama satu sehat. Kirain saya aplikasi apa satu sehat tiba2 ada di menu hp saya. Ternyata setelah di cek aplikasi peduli lindungi.. Tetapi begitu di buka tidak loading sama sekali. Parah jadi gak jelas,2
Aplikasi gak jelas.. kadang data berubah rubah.. padahal saya sudah vaksin kedua dan sudah sertifikat nya.. terus ketika scan ke tempat kerja atau tempat lain.. malah ke detect baru pertama kali... Padahal sebelum nya sudah bener.. ketika scan warna hijau.. sekarang malah kuning terus... Aneh bin ajaib..,1
"Aplikasinya suka error keluar sendiri, saya coba update tapi mutar aja terus ga selesai2 updatenya. Akhirnya saya uninstal dan instal ulang tapi proses lemot ga bisa di download di playstore, padahal saya ingin cetak sertifikat vaksin dan booster untuk keperluan flight",1
"Aplikasinya sering error kadang bisa log out sendiri & harus vertifikasi ulang. Trus kalo mau scan barcode malah loading mulu, juga lama buat ngelacak lokasi terkini. Udah buru-buru mau berangkat kerja malah waktunya lama cuma buat scan barcode doang. Tolong diperbaiki lagi ya.",1
"Aplikasi gak up to date sama sekali, gak bisa otomatis dan lemot banget baca datanya. Klo memang jualan aplikasi buat support di saat ppkm, spertinya rating nya gak bakalan beranjak naik dari level bintang satu",1
"Ibu saya sudah vaksin, tp tak kunjung mndapatkan sms, sudah download aplikasi ini, jg sudah bisa masuk..tp kenapa setiap input OTP selalu muncul ""cannot marshal response"" & ""OTP not match"" sudah sy coba berulang kali tetap sama, pdhl OTP yg saya masukkan benar. Sampai sy uninstall & donwload ulang tetap sama..",2
"Sebelum aplikasi update padahal sudah pernah terdaftar tetapi setelah update yg tadinya sudah daftar malah harus daftar ulang lg karena pas login data tidak sesuai katanya, pas ingin ngecek sertifikat jg gabisa, gamuncul sertifikat nya. Padahal dulu bisa. Tolong diperbaiki lagi",1
"Menurut sy notifnya msh gk gitu aktif, jika mengacu pada web pemerintah setempat, jalur pergi pulang kerja lewati yang kena covid (april 2020) (Edit) sudah lbh bagus, banyak perubahan dan perbaikan. Sebenernya ikon aplikasinya bs ilang gk sih? Katanya setelah direstart bs hilang sendiri? Tp nyatanya nyantol terus. Terus ketika GPS nya dimatiin malah teriak 'tidakk..', maksud nya apa",3
"Applikasi ini ternyata masih menyusahkan, hanya sekedar mengisi tanggal lahir saja sepertinya ada hambatan. Seharusnya ketika meluncurkan applikasi bisa membantu pengguna untuk mengisi data2 secara mudah, ternyata tdk mempermudah dgn sangat menyesal saya kasih bintang 1",1
Secara fungsi dan UI sudah baik. Hanya saja performa dan kelancaran nya msh bermasalah. Check in/ check out suka gagal. Terutama check out. Kadang tidak responsif. 2 hal ini yg krusial karna paling sering dipakai. Klo mau rubah tampilan atau nambah fungsi sah2 aja. Tp masalah sebelumnya ya diperbaikin dulu. Buat saya yg penting lancar dulu.,3
"Tidak menggunakan live location, posisi udah sampai tempat scan tp lokasi masih ntah dimana dan harus keluar terlebih dahulu ketika ingin merubah lokasinya. Scan pun masih suka terjadi kesalahan tanpa tau sebabnya. Tolong diperbaiki",1
"Aplikasinya tiba-tiba berhenti terus ,coba hapus data login by no hp ,dpt token dan isi, centang lagi ,beri ijin semua lalu aplikasi keluar sendiri.Saya uninstal, lalu instal ulang dr playstore lalu login kembali hasilnya sama tetap force close tuh aplikasi.Di versi sebelumnya tidak ada kendala ,beruntung ada back upan apk dari versi sebelumnya dan suport dengan android saya.Tolong segera perbaiki masalah bug aplikasi ,pesan erorr ,aplikasi tutup sendiri.",1
"Pelanggaran privasi.. Lokasi harus selalu di ijjnkan akses ., jika pilih ijinkan lokasi saat aplikasi digunakan saja maka pop up perijinan lokasi keluar lagi. Tips nya Saya instal saat ada keperluan saja. Misal akan masuk mall marina sby. Setelah keluar mall saya hapus aplikasi lagi",1
"Maaf developer tolong perbaiki bug saat login pakai email. Banyak keluhannya seperti itu, butuh berapa lama lagi selesainya? Bgmn bisa saya pakai KRL mau ke bandara butuh surat vaksin melalui barcode. Kalau bisa ada penambahan fitur bisa login keduanya email dan Telepon. Kadang bagian penginputan hanya mengisi email saja tidak keduanya. HUMAN ERROR!!",1
"Masih nggak ngerti sama ni aplikasi.. tiap kali buka, error. Harus restart hp, baru bisa lagi. Gak lama error lagi.. blom lagi lemotnya. Padahal jaringan 4G. Gak mungkin hp gue yg lemot. 6/128 coy... PUBG / MLBB yg size nya besar² aja gak ada lemot!",1
"Aplikasi jelek, tdk bisa merubah data yg salah. Tidak bisa menginput data valid ttg pengguna. Satu aplikasi utk satu data dan satu handphone. Tdk bisa utk melihat kartu vaksin klga yg terdaftar.",1
"Udh instal berkali-kali sampe jenuh tetap saja sama pas masuk aplikasi pilihan warga negara terus muncul pernyataan tapi bagian saya setuju tidak ada? Apakah pihak aplikasi tidak mempedulikan warga yg menggunakan hp lama berlayar kecil dan klo di hp terbaru layar yg mempuni lancar dan normal! masa iya harus beli hp berlayar besar, panjang dan lebar! Sedangkan ekonomi warga berbeda dan di tmpat umum dinyatakan aplikasi ini sangat penting dan di butuhkan!",2
"Udah vaksin 1,tapi di aplikasi sertifikat tidak tersedia.Terus komplain csnya dikirimin sertfikatnya by email.Tapi data di aplikasinya ga diupdate.Katanya suruh uninstal trs instal lagi baru ada sertifikatnya.Udah lakuin kaya gitu masih ga ada tuh.Begimana dah,seharusnya data sudah terkoneksi donk.Bukan hanya saja aja loh yg sertifikat ga ada, banyak yg kasus serupa tapi kayana ga ada perbaikan sama sekali di sistemnya. Aneh bin ajaib.",2
"Mohon untuk aplikasi peduli lindungi diperbaiki lagi, karena saya suka susah untuk scan QR saat masuk ke beberapa tempat seperti mall. Suka gagal checkin, pdahal sudah aktifkan lokasi, bahkan sering ke logout otomatis berkali². Bahkan sudah upgrade jg masih suka error. Ini menghambat banget, apalagi bagi saya yg lokasi kantor nempel dengan mall, sedangakn parkiran jadi satu dengan mall, sehingga bs 2x check in dan 2x checkout.",3
"Kenapa di apk gak ada nomer handphone nya, tapi ketika di daftarin jawaban nya nomer handphone sudah terdaftar. Dan ketika masuk web nya, malah email nya gak ke daftar juga, ketika di daftarin jawaban nya juga begitu. Tolong diperbaiki, web sama apk kok gak sinkron begitu padahal kan sama2 log in ke pedulilindungi. Terus tidak bisa unduh sertifikat nya di apk mau pun web. Di apk tidak muncul sertifikat digital setalah masukin nomer nik dan nama. Ditunggu perbaikannya.",1
Setelah saya instal sudah buka aplikasinya setelah udah pencet tombol Tulisannya WNI dan tiba tiba ada tulisan persetujuan persyaratan dan privasi di bawahnya sudah ku centang namun masalahnya mengapa tidak ada tombol apapun untuk masuk ataupun untuk daftar di aplikasi pedulilindungi bisa nya saat saya kembali malah keluar aplikasi atau saat saya mencet sembarang di bagian atas sendiri sudah kembali namun masih seperti semula lagi seperti pilihan WNI atau WNA. Mohon aplikasinya diperbaiki lagi!,1
Aplikasi sebenarnya sudah bagus tpi masih ada beberapa Bug seperti misal kita mau check in/Checkout Di suatu tempat pada saat dipencet tombolnya malah gagal dan akhirnya untung saya sudah ada sertif jadi diperbolehkan check-in/Checkout,3
"Beberapa kali gagal memanfaatkan aplikasi ini karena lemot (entah jaringan atau terlalu banyak yg berusaha mengakses dalam waktu bersamaan, terutama dalam gedung / pusat perbelanjaan walau sudah diantisipasi oleh pihak pengelola. Untungnya selalu mengantongi foto / hasil download sertifikat jadi tetep bisa masuk tapi tetep jadi ga efisien memakai aplikasi ini selain buat punya² aja. Oh ya kalau bisa jejak rekam medis kita bisa kerecord disini jadi berobat kemana aja bisa tarik 1 sumber data 👍👍",3
"Sangat Aneh, kemaren udah login lalu NIK terdaftar... Saat di cek pagi, tiba² NIK tidak ditemukan. Setelah ngikutin saran teman buat Hapus dan download ulang aplikasi. Sore hari ini saya buka dan ternyata terdaftar, eh pas verifikasi OTP malah salah terus padahal angka sudah sesuai dengan yg dikirimkan😀.",1
"Aplikasinya mohon di perbaiki, buat sesimple mungkin agar lebih efektif. Mau regristasi saja cukup rumit...karna keadaan Darurat harus lebih efektif dan sederhana. Contoh membuat Kartu BPJS dan KTA Pantai.. Sangat Sederhana, Mudah di Pahami",1
Tingkatkan lagi sinkronisasi datanya.. Terus kalo bisa kalo ada salah data ygpetugas input bisa diubah. Saya harap dpt menjadi pertimbangan. Kalo sdh diperbaiki saya rate bintang 5,1
"Setelah diperbarui kenapa jadi susah untuk log in. Kirim verifikasi kodenya aja masuk ga sesuai sama waktu yang tertera diaplikasinya, kalau sudah lewat waktunya baru masuk kode verifikasinya dan itu sudah tidak bisa dimasukkan alias ""vailed ootp"", gimana yah ini, makin susah. Dan buka diweb juga gabisa, biasanya bisa. Malah diweb keterangannya eror. Bagaimana ini peduli lindungi yg skrg malah ga beres. Tolong diperbaiki, jadi semua orang bisa menikmati memakai aplikasi ini tanpa ada problem.",1
"setelah update, log in ulang dan sudah centang kotak tapi tombol dibawahnya tidak bisa di klik/tidak kelihatan Utk hp samsung: Caranya buka pengaturan hp, pilih tampilan, pilih gaya dan ukuran font, atur ukuran paling kecil. Setelah itu buka lg aplikasi pedulilindungi. Taraaa, tombol nya sudah muncul/kelihatan Semoga membantu",3
"Aplikasi apa ini, knp sudah saya instal tp tidak bisa di buka dan slalu muncul kata "" Mohon periksa kembali jaringan anda "" Padahal koneksi jaringan Telkomsel bagus² aja nya, dan setelah itu saya coba pake WiFi dan hasilnya sama jga.. Tolong perbaiki dong, dan jgn buat aplikasi klau tdk bs dibuka.. sia² kami instal, paket data kami terbuang sia²..",1
Masih tidak keluar sertifikat setelah di-update ke versi terbaru..serrtifikat hilang ..di tab perikasa sudah input nik dan nama saat periksa sudah keluar sudah vaksin kedua tapi tombol selanjutnya mati tidak bisa di tap..saat mau lihat sertifikat balik lagi ke halaman periksa,1
"Aplikasi nya bagus banget, daftarnya juga mudah Saya dapat poin bahwa ""mendapatkan"" itu karena kita mampu dan bisa. Tapi ketika TAU bahwa pengen/ingin ""mendapatkan"" itu diluar dari kemampuan, jangan di paksa, nanti seperti tanaman yg",1
"Aplikasinya sering eror, alhasih ketika mau akses ke tempat kerja yg mengharuskan scan barcode tidak ter scan, alhasil terjadi penumpukan di pintu masuk. Kedepannya tolong diperbaiki lagi performa aplikasinya....",2
"Tidak bisa input tanggal lahir,,susah masuk diawal,,padahal semua perijinan sudah dicentang,,gimana mau dipake coba kalo apk nya sendiri suka error,udah hidup sulit,,akses apk ini tambah sulit. Padahal apk ini sebagai persyaratan,,hadeh..",1
"Dulu waktu belum diupdte masih bisa buat login sekarang sudah terupdte ketika dihalaman pertama kan pilih warga indonesia tapi setelah itu hanya muncul pilihan untuk mencentang birukan persyaratan nah setelah itu biasanya dibawahnya terdapat tombol MULAI/SETUJU nah kebetulan hp saya screen sizenya kecil cuma 5,0"" jadi tidak terdapat tombol MULAI/SELANJUTNYA jadi tidak bisa mengakses pedulilindungi lagi..mohon diperbaiki atau dikembalikan seperti dulu sebelum updte an mohon dikembalikan🙏",1
"Ini gimana sih.. Verifikasi di kirim ke email dalam waktu 2 menit.. Tapi tidak muncul di email, ulang terus kirim..padahal jaringan max.. Semua ok.. Tapi tidak muncul..munculnya after 2 menit.. Jadi percuma kannnn..Tambah jelek aja apknya.. Ya.pokoknya tidak mengganggu perjalanan saja.. Karna dari apknya yang bermasalah.. Web pedulilindungi sajaaa.. Eror terus.. Gimana..csnya juga susah di hubungi.. Merepotkan",1
"Aplikasi yang ribet, muter2, biar keliatan kerja. Yang penting itu sertifikatnya. Harusnya ada menu khusus, isi nik&nama, jreng... muncul. Lha ini segala ada mapnya ayu ting-ting, kan jadi sange.",1
"Saya mau daftar tp ketika ingin melengkapi data nik dan nama harus sesuau ktp , sedangkan semua udh sesuai jadi salah nya dimana? Daftar aplikasi lain bisa2 aja dan ga ada kendala,tapi pas daftar apk ini kendala nya di nama dan nik harus sesuai ktp. Gimana coba mau lakukan penerbangan kalo daftar saja susah,dipersulit ketika mau pergi . apk slalu eror, kenpa kebijakan nya bawa surat seperti biasa aja tinggal tunjukan saat checkin ,klo sistem barcode bgni mau dftr aja ga bisa!!",1
"Saya sudah daftar dan sudah bisa mengoperasikan aplikasi dgn baik, tiba2 sesi login pada aplikasi habis dan otomatis terlogout, setelah saya coba login kembali tidak bisa, selalu keluar keterangan ""terjadi kesalahan, silakan coba lagi"". Aneh, kenapa data yg sudah di terdaftar dan mau login malah gagal terus. Tetep waspada buat yg lain.!",1
"Masih lebih bagus peduli lindungi.. Saya sudah vaksin booster malah tidak muncul sertifikat dan masih status dosis 2. Padahal sdh lbih dari seminggu. Disuruh update aplikasi smpe tdk bisa diupdate lagi tp ttp tidak ada menu klaim sertifikat. Untuk layanan pengaduan pun hanya ada WA otomatis, tidak dapat komunikasi dua arah. 😢",2
"Pertama bisa masuk ketampilan menu dan pada saat ingin mendownload sertifikat booster malah tidak ada. Beberapa hari kemudian masuk lagi ke aplikasi satusehat malah stuck di logo, sudah di hapus data dan di instal ulang tetap sama saja, tetap stuck di logo satusehat. Ini gimana coba aplikasi, diganti nama dan upgrade beberapa sistem bukannya makin bagus, malah makin buruk. Setiap aplikasi pemerintah pasti banyak terkendalanya, beda halnya dengan aplikasi non pemerintah",1
"Tolong di perbaiki dong app ini.saya coba login tapi tidak ada menampilkan sertifikat padahal sudah ada SMS yg didapat. Terus pas buka sertifikat pertama, tgl lahir bapak saya salah. Mau buka sertifikat kedua dan pertama di app ini tidak bisa. Cuma di tulis status sudah divaksin tidak tampilin sertifikatnya dan bilang nomor telp dan NIK tidak terdaftar ini gimana ya padahal udah benar. Tolong diperbaiki. Takutnya kami dipersulit ngurus sesuatu padahal sudah divaksin akibat app yg jelek",1
Aplikasi paling lemot yang aku instal padahal inj aplikasi yang buat pemerintah bisa-bisanya gak bermutu gini. Saya mau cek sertivikat vaksin tapi lemot nya minta ampun. Mau buka menu yang lain lemot juga gak karuan. Harapannya semoga diperbaharui lagi aplikasinya masa kalah sama aplikasi yang bukan resmi. Terimakasih,3
"Aplikasi uda bagus meski agak mengganggu ya notifikasi nya selalu muncul dan memaksa untuk gunakan gps setiap saat, itu bisa menguras batrai hp. Masukan ya harusnya dibuat algoritma agar mendeteksi kalau kita keluar atau jauh dari barcode dianggap check out otomatis.. bayangin aj sy sdh dirumah tapi harus balik ke mall hanya untuk check out karna lupa..",3
"Aplikasi ga guna, sampah doang menuhin memori hp. Untuk cek vaksin aja ribet. Padahal web yang pertama muncul lebih mudah buat cek, sekarang malah ribet. Kalo mewajibkan harusnya memberi kemudahan, bukan malah mempersulit keadaan. Cuma bisnis sama proyek doang yang dipikirkan. Kualitas zonk.",1
"Abis update malah ga bisa login pake nomor ponsel, selalu muncul tulisan terjadi kesalahan, bukan nya makin oke malah makin sulit nih aplikasi, dan setelah berhasil masuk ke aplikasi sertifikat boster ke 2 saya tidak ada, padahal sebelum nya di aplikasi peduli lindungi sertifikat boster ke 2 saya sudah muncul.",1
"Baru Download tapi setiap mau buka dibilang gak ada jaringan internet disuruh coba lagi berkali2 tetep aja gak bisa masuk. Padahal di rumah pakai wifi & lancar2 aja. Perbaikin lagi dch sistemnya, buruk banget ini.",1
"Susah dan ribet nya minta ampun, awal mau download gabisa udah di coba puluhan kali tetep gabisa, akhirnya minta kirim apk dari kk, udh bisa tuh buat scan dll tapi berselang 1 bulan tiba² buat scan kok gabisa pas aku liat kok akun saya gaada nama saya sertifikat juga gaada yg ada cuma tanda - gini aja akhirnya saya coba logout trus mau masuk lagi eh gabisa tulisan nya terjadi kesalahan. Ini kesalahan nya apa? Padahal email, no telp juga udh bener ttp aja gibisa masuk. Trus ini gimana solusinya?",1
Aplikasi error tdk berfungsi.. !!! Setiap kali masuk diminta registrasi ulang2 Tapi tetap tidak bisa berfungsi.. (Super sangat mengecewakan)!!!!!!! Tolong aplikasinya di sempurnah kan...,1
"Sekedar info saja.. Bagi yg baru download atau update pedulilindungi, sebaiknya ukuran Font (ukuran huruf di hp) dirubah dahulu ke ukuran paling kecil, agar setelah ceklis ""setuju syarat"" ada tombol biru di paling bawah agar bisa melanjutkan aplikasi ini. Semoga membantu.",5
"Sudah pke aplikasi ini 2bln lalu awal nya bisa di akses data vaksin udah masuk dan muncul sertifikat vaksin 1 dan 2, tiba² kmrn mau scan barcode erorr sampe di coba bbrp kali tetap eror di cek ternyata akun dicoba isi lg akun tetap ga bisa. lalu sya coba buka dari pesan sms 1199 ehh tetp error juga, akhir ny sya uninstall aplikasi nya trs coba di download lg ga bisa malah loading ,gimana ini ?? mohon di perbaiki secepatnya. Terima kasih",3
"Interface dan pengalaman penggunaan aplikasi secara umum sdh cukup baik. Namun, dgn penggunaan lokasi yg diwajibkan oleh aplikasi utk nyala terus menerus (bekerja di latar) cukup menguras baterai. Mohon konsiderasinya utk dpt memilih opsi izin ""penggunaan lokasi ketika aplikasi berjalan"". Terima kasih.",4
"Installed on J2 Prime, tapi tdk bisa masuk. pada menu syarat penggunaan & kebijakan privasi, tdk bisa di click, otomatis kembali kemenu awal. Sementara dimana"" perlu scan barcode. please improvise!",1
"Aplikasi ribet. Lokasi harus terus on, kalau mau menijinkan lokasi hanya saat digunakan aplikasi seperti ada bug, muter² ke minta lokasi full yang jelas. Permintaan pokoknya minta semua di acc, padahal itu privasi setiap orang.",1
"Aplikasi semakin lama semakin susah dipakai..! dibuka stuck hanya pada tampilan 1 sehat, di instal ulang pun setelah bisa masuk dan keluar dari aplikasi saat akan masuk stuck lagi, sudah berkali kali harus seperti itu saat akan berpergian dan masuk lokasi tertentu. Tolong bisa segera diperbaiki karena akan menyulitkan pengguna..",1
"Sekedar sharing, jika setelah centang ""setujui"" tapi tidak muncul kolom biru ""lanjutkan"" , atur perangkat ke front yg paling kecil. Saya barusan coba bisa. Mudah-mudahan team IT bisa memaksimalkan pelayanan terkait masalah loginnya.",3
"Buka aplikasi muncul notif utk perbarui aplikasi, tp ketika masuk halaman playstore tidak ada pembaruan yg tersedia. Hanya ada option UNINSTALL dan BUKA. Akhirnya saya coba reinstall, ketika dibuka aplikasinya tetap muncul notif utk perbarui aplikasi.",3
Saya untuk mendapatkan sertifikat vaksin masih sulit... Saya suda coba merubah data yang ada selalu di tolak karna email sudah sering di gunakan.. Jadi saya rasa aplikasi belum ada solusi... Sudah berkali² belum ada perubahan..,2
Tolong pihak aplikasi di baca !!! Mohon untuk perbarui lagi untuk scan QR selalu eror dan untuk masalah di sertifikat ga pernah muncul sendangkan di akun yg satu lagi saya daftar lewat gmail muncul kenapa saat saya login lewat nmr tlpon tidak muncul . NIK KTP saya sudah akurat dan benar tapi sertifikat tidak MUNCUL . Tolong di baca sejujur nya apk ini sngt membantu,5
"Untuk akses transportasi, lokasi, dan kebutuhan sehari-hari perlu scan barcode tapi untuk meng-input tanggal lahir saja tidak bisa. Sesudah diatur, tekan oke, tapi tidak muncul dan bar tetap merah. Berkali-kali dicoba hasilnya masih sama.",2
"Saya kasih 4 bintang dulu ya,.. Perbaiki system menu notifikasi nya krn ga fungsi dan pilihan asal kota dlm pembuatan E Hac sperti kota depok pilihannya tidak tersedia. Menu tambah tanggungan pilihan hapus tanggungan tidak bisa fungsi",4
"Tolong direct data NIK nya pada saat mengecek pada sertifikat bisa melakukan proses lanjutan, saya baru install aplikasi pedulilindungi, mau mengecek sertifikat, tidak muncul karena tidak melakukan proses lanjutan setelah cek NIK dan Nama, terima kasih",3
"Aplikasi tidak siap. GPS selalu lambat update. Interface terbaru malah menghilangkan tampilan map, sehingga tidak tau apakah lokasi di aplikasi sudah akurat apa belum. Jangan hanya mengandalkan citra tampilan, tapi kualitas juga dong..",1
"Saya ulang sampe 3x tidak bisa menggulirkan kebawah pdhl ukuran font udah paling kecil, hanya bisa sampai kebijakan privasi, saya sangat kecewa soalnya sudah sampai rs tidak bisa masuk karna tidak bisa login menggunakan aplikasi peduli lindungi.",1
"Entah cuma saya aja atau ada yg lain,sudah instal uninstal berkali kali ,sertifikat ttp tidak muncul.Pada keterangan sdh tertulis Sudah melakukan vaksin kedua,data sudah sebenar benarnya dan mencoba berkali kali tetap tidak keluar itu sertifikat,sudah email ke sertifikat peduli lindungi,awal direspon..tp blm brasil,aku coba email lagi diabaikan smp skrg,padahal sudah sebulan lebih dari vaksin kedua,tp sertifikat entah dimanaaa...mohon dibantu!",1
"Aplikasi mempersulit pengguna, semua yg di input tidak bisa terbaca, mau daftar juga tidak bisa katanya nomor telfon sudah terdaftar tapi pas pilih masuk malah di suruh daftar. Sertifikat vaksin saya juga tidak terbaca semua, ini sangat tidak membantu, malah mempersulit kalau mau donwload sertifikat. Yg dulunya ada sekarang malah hilang, bagaimana ini?? Email juga tidak dibalas, di WhatsApp pun tidak di respon.",1
"Aplikasi Cukup Membantu, sudah jauh lebih baik setelah saya upgrade HP dengan android 11, hanya ada bug minor seperti susah utk log out manual dr suatu tempat, biasa saya biarin aja nanti aplikasinya akan logout otomatis. dari info teman2 saya yg masih menggunakan hp lama (blm upgrade) masih ada keluhan dari apk susah login hingga sertifikat vaksinasi tidak muncul. Padahal sudah update di hp mereka. Saran saya buatlah apk yang ramah/sesuai user dgn device apapun.. minim android 4 🙏",3
"Mohon diperbaiki untuk aplikasi nya tidak bisa berjalan/digunakan di versi android 8. kemungkinan ada bug sistem, jadi aplikasi tidak bisa digunakan. Mengingat sebagai kelengkapan proses administratif untuk mobilitas saat ini. Demikian disampaikan, terima kasih",2
"Lelet bin lemot paraahhhh... Cek sertifikat vaksin ga bisa, padahal udah vaksin 3 kali dan ada bukti kartunya.. Setiap dimasukin nama selalu muncul nama salah.. Masuk ke aplikasi selalu minta izin akses lokasi, padahal udah diizinin masih aja ga bisa masuk.. Hmmm cukup tau ternyata seperti ini aplikasi buatan pemerintah (kominfo)",1
Aplikasi begini bagusnya kok meniai hp saya dibilang sudah root.... Seperti nya aplikasi ini salah mendeteksi suatu file sistem di hp saya...perbaiki pak... karena versi wébnya tidak bisa menampilkan sertifikat vaksin...uninstall saja itu lebih baik,1
"Aplikasinya berhenti terus udh di apus berkali-kali udah instal ulang berkali kali tetep aja gamau masuk tulisannya sayang, aplikasi anda telah berhenti. Padahal Sinyal bagus kenceng . mau kemana mana susah gara-gara app nya ga bisa",1
"Menghabiskan data baterei, Gps on terus namun jika sudah pindah lokasi , tidak bisa langsung terbaca (update pindah lokasi) shg sering error' kalau scan barcode dan dianggap jauh dari jangkauan area lokasi gps, akibatnya harus ulang dari awal lagi (restart n re login).",2
"Saya sudah tervaksin dan datanya ada di web versi peduli lindungi tapi setelah didownload aplikasi dr PS, aplikasi tidak bisa dibuka keterangan internet tidak tersedia padahal buat buka app lain gak ada masalah. Android saya android 10, hp tahun 2019, ram 4 gb, rom 64.",1
"Kurang user friendly, contoh sertifikat yg saat ini sangat penting utk perjalanan tapi tdk diberi pintasan khusus yg memudahkan utk dibuka bahkan perlu bimbingan utk dpt membukanya walaupun sederhana dan mudah utk yg tahu, tapi sangat banyak masyarakat yg gaptek yg sulit utk memahami, developer yg pintar seyogyanya berempati pd mereka yg bodoh Perubahan data no tlp tidak bisa dilakukan walaupun sudah diselesaikan sesuai dgn prosedur",3
"Jelek banget aplikasinya setelah di update, bukannya mempermudah malah mempersulit, pas ngisi E-Hac mau nyari pelabuhan asal yg tepatnya itu di pangkal pinang malah gak ada opsinya, cuman ada di tempat lain. Sumpah kecewa, padahal kalo versi yang lama itu bikin e-Hacnya lebih gampang",1
"Apps payah, udah update terbaru terus padahal, gara² ini dikira sebar info palsu, Dilokasi kelurahan di apps status zona merah, tapi di sekitar nggak ada yang positif, pas cek di web lokal juga nggak ada. Basis datanya sampah, .... nggak layak di playstore juga perlu dicabut hak akses lokasinya demi keamanan. apalagi di jadikan acuan umum. Mending ngikut web lokal aja kalo ada. Okelah, mungkin operatornya cuma sukarela. apps nggak ada sponsor. Jadi datanya diada-ada. Sampah.",1
"Dipaksa pake aplikasi biar laku..karena sifatnya wajib. Iya kalau bagus, sering error dari mulai masuk,scan barcode.Server nya tolong diperbaiki. Apalagi masalah pembaruan,masa sih sebulan bisa 3-4 kali.",1
"Setelah update, aplikasi tidak bisa digunakan, nge bug hanya tampilan awal saja di hp saya. Jadi tidak bisa registrasi ulang. Sudah cpba uninstal 3x dan hapus data serta cache nya namun tidak bisa, izin sudah di aktifkan pun tidak bisa. Bagaimana solusinya ini min, bila ke bandara mau scan barcode atau bukti telah vaksin bagaimana ??",1
"Sangat merepotkan untuk pengguna yang namanya memakai tanda petik atau semacamnya. Kombinasi nama yang mungkin terdaftar di dukcapil harus dicoba semua, padahal ada batasan mengubah profil dalam 1 hari. Sistem sangat tidak bersahabat.",1
"Aplikasi sampah, nama dan nik tidak sesuai menurut aplikasinya. Padahal udah isi berkali"". Develepornya ga bisa ngoding apa, ga bisa liat bug apa. Banyak aje masalahnya ini aplikasi, udah gitu privasi bocor ke mana"" dan ga ada solusi sama sekali",1
Masih ada kekurangan pada saat pengisian tgl lahir pada menu akun. Sudah di isi sesuai tglnya dan di ok tapi tidak tersimpan dan kolomnya tetap kosong. Tolong di trial terlebih dahulu ya sebelum di launching versi updatenya,2
"tolong perbaiki lg, aplikasi terlalu memakan daya baterai, hrs minta ""akses lokasi sepanjang waktu"", gak bisa kalo cuma dipilih ""saat digunakan"", seharian cuma buka sekali, tp aplikasi ini urutan kedua dlm pemakaian daya baterai",3
"Tolonglah diperbaiki aplikasinya. Di HPsaya setelah selesai update, Ikon Shortcutnya malah gak ada muncul di layar smartphone. Jadi Kalau mau buka harus ke playstore dulu..kemudian harus ketik pedulilindungi baru muncul Aplikasi SATUSEHAT Mobile.",1
"sebenarnya tujuannya bagus, tapi sering error. saya sudah aktifkan location, dan sudah aktifkan selalu, sampai saya install ulang tetap tidak bisa check in. menghambat dan membuat kerumunan jadinya. selain itu kalau dibuka, padahal sudah pakai wifi kecepatan tinggi lama sekali. tolong diperbaiki ya 🙏",1
"Aplikasi nya sih berfungsi dan bermanfaat, cuma kalo abis di buka aplikasi nya, mempengaruhi Kinerja HP saya jadi kaya nge bug gtu... Abis saya gunakan harus restart lagi, kalo mau ga nge bug lagi hp nya.. tolong di perbaiki masalahnya...",3
"Pada saat aplikasi peduli dibuka muncul tulisan utk diperbaharui, tp setelah klik perbaharui tidak bisa karena muter2 trs, saya coba uninstal hasil sama juga. Tolong infony lusa saya ada penerbangan apakah dgn print out vaksin ke3 bs jd syarat utk penerbangan. Di bagian bawah ada tulisan aplikasi beta saat ini sudah penuh.. apa artinya? Terima kasih",2
"Ini setelah diupgrade kok ga bisa log in sih. Jangankan log in, setelah di ceklis ga ada pilihan oke atau apa gitu. Ya ceklis doang. Ini app apa gunanya dahh. Kalo kyak gini sih mending ga usah upgrade pak/bu mana jadi syarat juga di bandara. Ngaco nih kominfo.",1
Aplikasi payah buatan telkom memang terkenal ribet....data akun tdk bisa diubah..tgl lahir tdk bisa di input....data yg terlanjur daftar pakai 1 no hp jadi sulit di pisahkan...mestinya setiap data diizinkan diubah...kan sdh diverifikasi sesuai no yg terdaftar...memang payah..hal2 mudah dipersulit,1
